index,seed,homeTeam,homeYear,homeFormation,homeStyle,awayTeam,awayYear,awayFormation,awayStyle,completed,steps,minute,homeGoals,awayGoals,auditStatus,goals,shots,onTarget,xg,passes,passOk,corners,fouls,yellow,red,tackles,tackleAttempts,interceptions,dribblesAttempted,dribblesCompleted,crosses,crossesOk,throughBalls,throughOk,offsides,saves,setPieceShots,setPieceGoals,openPlayGoals,penaltyGoals,directFreeKickGoals,crossedFreeKickGoals,cornerGoals,r12StatIdentityErrors,r12LegacyParityErrors,r12TransactionErrors,r12MaxFinalStep,r10MaxStationary,r10MaxOwnedStationary,p04OwnerWithoutContact,p04BoundaryClamps,invalid,outPlayer,outBall,maxBallStep,maxActiveStationary,canonicalOpenPlayGoals,canonicalPenaltyGoals,canonicalDirectFreeKickGoals,canonicalCrossedFreeKickGoals,canonicalCornerGoals
442,4370198,Suécia,2018,4-2-3-1,tiki,Costa Rica,2018,4-2-3-1,wings,True,11921,90.00799999999192,1,1,CONSISTENT,2,18,6,2.5826228273493936,197,168,5,16,5,0,9,49,7,25,15,10,1,12,7,0,4,3,1,0,0,0,0,0,0,0,0,0.36555799999999883,0.3,0.6666666666666666,0,9,0,0,0,53.42736995413262,0.13333333333333333,1,1,0,0,0
443,4378117,Alemanha,2002,4-1-2-1-2,balanced,Itália,1934,4-3-2-1,balanced,True,12207,90.00799999999192,2,0,CONSISTENT,2,18,9,2.5132483686506557,199,167,10,22,3,0,22,55,12,17,6,21,6,10,7,0,7,4,0,0,0,0,0,0,0,0,0,0.4197200000000024,0.3,0.6333333333333333,0,10,0,0,0,53.41740531327243,0.13333333333333333,1,0,0,0,1
444,4386036,Suíça,2006,5-3-2,balanced,Peru,1978,4-5-1,press,True,11840,90.20799999999181,1,0,CONSISTENT,1,16,3,1.5851374418231183,191,164,1,16,5,1,11,59,5,31,19,12,8,19,14,0,2,3,0,0,0,0,0,0,0,0,0,0.37676800000000005,0.3,0.6666666666666666,0,8,0,0,0,53.40952501647239,0.13333333333333333,1,0,0,0,0
445,4393955,Tchecoslováquia,1962,4-3-3,direct,Coreia do Sul,1994,3-1-4-2,balanced,True,11655,90.00799999999192,0,0,CONSISTENT,0,10,3,0.9536612618814555,204,167,6,5,0,0,3,12,9,4,2,14,3,11,8,0,3,2,0,0,0,0,0,0,0,0,0,0.37519466666666734,0.3,0.6,0,1,0,0,0,43.59123530420075,0.13333333333333333,0,0,0,0,0
446,4401874,Senegal,2022,3-4-3,balanced,Argentina,1974,4-2-4,balanced,True,11546,90.07199999999189,1,0,CONSISTENT,1,6,1,0.8001915868282001,201,168,4,2,0,0,5,10,10,4,2,15,4,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0.4204627667805445,0.3,0.6666666666666666,0,1,0,0,0,53.47199105715992,0.13333333333333333,1,0,0,0,0
447,4409793,Tchecoslováquia,1954,3-1-4-2,press,Inglaterra,1982,3-4-3,wings,True,11625,90.00799999999192,0,0,CONSISTENT,0,7,1,0.7495028200261903,196,175,5,6,0,0,9,22,5,11,4,9,2,12,8,0,1,1,0,0,0,0,0,0,0,0,0,0.36886199999999897,0,0.6,0,2,0,0,0,46.942900359449204,0,0,0,0,0,0
448,4417712,Coreia do Sul,1986,5-3-2,counter,Nigéria,1994,4-5-1,counter,True,11832,90.35999999999173,0,0,CONSISTENT,0,17,2,1.3089694011873971,181,158,4,11,1,0,14,43,8,21,12,16,5,16,13,0,2,1,0,0,0,0,0,0,0,0,0,0.3679966666666663,0.3,0.6,0,6,0,0,0,46.5170447164947,0.13333333333333333,0,0,0,0,0
449,4425631,Alemanha,1986,4-2-2-2,tiki,França,1978,4-3-1-2,wings,True,11868,90.00799999999192,1,1,CONSISTENT,2,15,5,2.2835023341442686,194,162,5,5,0,0,12,25,11,7,4,20,8,17,12,1,3,1,0,0,0,0,0,0,0,0,0,0.4217260000000007,0.3,0.6333333333333333,0,2,0,0,0,53.40293795839133,0.13333333333333333,2,0,0,0,0
450,4433550,Suíça,2010,4-3-2-1,direct,Áustria,1990,4-3-2-1,tiki,True,11802,90.00799999999192,0,0,CONSISTENT,0,7,2,0.6909446130292525,199,175,6,11,4,0,8,34,5,14,6,18,5,12,9,1,2,2,0,0,0,0,0,0,0,0,0,0.36182133333334016,0.3,0.6666666666666666,0,6,0,0,0,41.743166587335224,0.13333333333333333,0,0,0,0,0
451,4441469,Alemanha,1978,3-5-2,park,Coreia do Sul,1954,4-2-2-2,press,True,11661,90.00799999999192,0,0,CONSISTENT,0,13,4,1.3829150201683027,207,174,6,8,1,0,11,30,14,9,3,12,3,15,11,0,4,2,0,0,0,0,0,0,0,0,0,0.38754533333333463,0.3,0.6,0,6,0,0,0,41.40366956371812,0.13333333333333333,0,0,0,0,0
452,4449388,Suíça,1994,5-2-3,wings,México,1966,5-3-2,park,True,12084,90.21599999999181,2,1,CONSISTENT,3,14,4,2.345183547310716,173,145,17,7,2,0,16,38,15,13,8,40,6,18,15,0,1,2,0,0,0,0,0,0,0,0,0,0.45920000000000033,0.3,0.6,0,3,0,0,0,53.4589751325767,0.13333333333333333,0,0,0,0,3
453,4457307,Japão,2002,4-2-2-2,balanced,México,2006,3-5-2,press,True,11657,90.31999999999175,0,0,CONSISTENT,0,7,1,0.41002525721205574,202,172,2,9,2,0,9,32,8,15,9,5,2,14,12,1,1,2,0,0,0,0,0,0,0,0,0,0.35327189558882566,0.3,0.36666666666666664,0,7,0,0,0,35.08749928693009,0.13333333333333333,0,0,0,0,0
454,4465226,Argentina,1982,4-3-2-1,wings,Escócia,1978,4-3-3,park,True,11967,90.2319999999918,2,4,CONSISTENT,6,20,9,3.082330791298693,194,172,3,8,0,0,12,32,9,12,8,11,6,10,6,0,3,1,1,0,0,0,0,0,0,0,0,0.40446583577987755,0.3,0.6666666666666666,0,5,0,0,7,53.47070485436482,0.13333333333333333,5,0,0,0,1
455,4473145,Itália,2010,4-1-4-1,press,Áustria,1990,4-3-2-1,balanced,True,12120,90.31199999999176,2,2,CONSISTENT,4,19,9,2.088023135885649,187,161,9,13,0,0,17,42,5,15,4,21,9,17,15,0,5,5,0,0,0,0,0,0,0,0,0,0.3639846666666689,0.3,0.6333333333333333,0,7,0,0,0,53.4433187546148,0.13333333333333333,2,0,0,0,2
456,4481064,Argentina,1974,3-4-2-1,tiki,França,1978,4-3-1-2,tiki,True,11767,90.32799999999175,0,2,CONSISTENT,2,8,2,1.7387261845906594,191,160,3,10,3,0,8,29,7,14,4,10,3,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0.3655580000000034,0.3,0.39999999999999997,0,7,0,0,0,53.43607843857253,0.13333333333333333,1,0,0,0,1
457,4488983,Itália,1934,4-2-2-2,direct,França,1998,4-5-1,balanced,True,12168,90.15999999999184,0,2,CONSISTENT,2,30,5,4.2864576949499735,181,152,12,11,1,0,9,32,10,10,5,26,10,24,18,0,3,3,0,0,0,0,0,0,0,0,0,0.46818494245434233,0.3,0.6666666666666666,0,3,0,0,7,53.41885190656417,0.13333333333333333,2,0,0,0,0
458,4496902,Suíça,1954,4-5-1,press,Áustria,1934,4-2-2-2,press,True,11754,90.06399999999189,0,2,CONSISTENT,2,19,6,2.112053845785943,204,184,1,10,0,0,19,39,7,13,7,11,8,18,17,0,4,3,0,0,0,0,0,0,0,0,0,0.35312860719199585,0.3,0.4666666666666666,0,4,0,0,0,53.44215743254774,0.13333333333333333,2,0,0,0,0
459,4504821,Alemanha,2018,4-3-3,wings,Coreia do Sul,1994,4-4-2,park,True,12053,90.25599999999179,1,2,CONSISTENT,3,20,6,2.204278741444019,185,156,13,6,1,0,20,42,10,16,7,26,9,22,16,0,3,4,0,0,0,0,0,0,0,0,0,0.4031037226540269,0.3,0.6,0,4,0,0,0,53.414628440983265,0.13333333333333333,2,0,0,0,1
460,4512740,Iugoslávia,1954,4-3-3,wings,Portugal,2014,5-4-1,balanced,True,11861,90.11999999999186,2,1,CONSISTENT,3,17,4,1.9995893827103657,194,164,5,8,2,0,10,21,7,4,3,16,7,10,8,0,1,1,0,0,0,0,0,0,0,0,0,0.3730313333333317,0.3,0.36666666666666664,0,16,0,0,0,53.45596244342922,0.13333333333333333,3,0,0,0,0
461,4520659,Itália,1954,3-1-4-2,tiki,França,2026,4-1-4-1,press,True,11613,90.20799999999181,1,1,CONSISTENT,2,15,5,1.256527019196269,212,175,4,1,0,0,6,17,11,7,5,9,4,5,3,0,3,2,0,0,0,0,0,0,0,0,0,0.45563133333333417,0.3,0.36666666666666664,0,0,0,0,0,53.466544432100115,0.13333333333333333,2,0,0,0,0
462,4528578,Coreia do Sul,2026,4-2-2-2,wings,Colômbia,2018,4-2-2-2,tiki,True,11980,90.10399999999187,2,2,CONSISTENT,4,14,8,2.440388970531457,191,162,4,15,2,0,17,59,4,27,22,15,6,10,8,0,4,2,1,0,0,0,0,0,0,0,0,0.4346666666666667,0.3,0.6,0,10,0,0,0,53.411395583066366,0.13333333333333333,3,1,0,0,0
463,4536497,Dinamarca,2026,4-3-3,press,Iugoslávia,1982,4-2-3-1,wings,True,11822,90.09599999999188,1,2,CONSISTENT,3,19,5,2.8542607443975463,176,151,11,2,1,0,8,14,8,1,0,23,9,20,15,1,2,4,0,0,0,0,0,0,0,0,0,0.36555799999999794,0.3,0.49999999999999994,0,0,0,0,0,53.469083083544184,0.13333333333333333,1,0,0,0,2
464,4544416,Iugoslávia,1958,3-4-2-1,tiki,Escócia,1978,4-2-3-1,tiki,True,11540,90.33599999999174,1,0,CONSISTENT,1,8,2,1.2749990479545934,215,183,4,3,0,0,1,5,4,2,1,8,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.38868599999999803,0.3,0.6666666666666666,0,0,0,0,0,53.4377639455245,0.13333333333333333,0,0,0,0,1
465,4552335,Itália,1950,3-5-2,tiki,Irã,1998,4-2-4,press,True,12017,90.31999999999175,1,3,CONSISTENT,4,18,6,3.0228168085258647,188,164,9,9,2,0,8,26,12,10,6,25,8,14,9,0,2,5,0,0,0,0,0,0,0,0,0,0.3626866666666727,0.3,0.6666666666666666,0,3,0,0,0,53.40592826708872,0.13333333333333333,4,0,0,0,0
466,4560254,Uruguai,1966,4-3-1-2,tiki,Polônia,2002,4-5-1,park,True,11874,90.00799999999192,3,0,CONSISTENT,3,12,4,1.5570673254848328,210,179,4,13,6,0,12,48,6,25,14,8,1,13,11,0,1,0,0,0,0,0,0,0,0,0,0,0.3767680000000043,0.3,0.6666666666666666,0,10,0,0,0,53.45802768233988,0.13333333333333333,2,0,0,0,1
467,4568173,Gana,2014,4-5-1,wings,Tunísia,2006,5-4-1,press,True,11889,90.07199999999189,1,0,CONSISTENT,1,17,5,2.563326599014091,179,150,14,5,0,0,10,30,9,13,6,25,11,16,9,0,4,4,0,0,0,0,0,0,0,0,0,0.442083185019125,0.3,0.3,0,5,0,0,0,53.40362361656986,0.13333333333333333,1,0,0,0,0
468,4576092,Iugoslávia,1990,3-1-4-2,counter,Bélgica,1990,4-4-2,balanced,True,11803,90.00799999999192,0,0,CONSISTENT,0,12,2,1.0257378481443302,199,168,5,12,2,0,16,43,10,19,9,12,4,10,8,0,2,4,0,0,0,0,0,0,0,0,0,0.3778992657998123,0.3,0.6333333333333333,0,6,0,0,0,38.040980150928156,0.13333333333333333,0,0,0,0,0
469,4584011,Itália,1978,4-1-4-1,counter,Croácia,2022,4-5-1,balanced,True,12009,90.21599999999181,1,1,CONSISTENT,2,15,6,1.857056119538522,206,161,8,13,2,0,11,41,13,17,8,15,4,19,15,2,4,1,0,0,0,0,0,0,0,0,0,0.3908493333333346,0.3,0.6666666666666666,0,6,0,0,7,53.428983844241735,0.13333333333333333,1,0,0,0,1
470,4591930,México,2002,4-1-4-1,direct,Marrocos,1986,4-1-4-1,press,True,12155,90.27999999999177,2,2,CONSISTENT,4,16,8,2.060946208345602,187,155,8,12,0,0,17,40,6,12,7,20,8,18,14,0,4,3,2,0,0,0,0,0,0,0,0,0.361978666666667,0.3,0.6666666666666666,0,6,0,0,0,54.14274052620602,0.13333333333333333,2,0,0,0,2
471,4599849,Austrália,1974,5-2-3,balanced,União Soviética,1970,5-3-2,balanced,True,11786,90.2399999999918,2,0,CONSISTENT,2,16,3,1.6063100204372716,197,164,3,9,1,0,5,24,7,12,7,11,6,15,10,0,1,2,0,0,0,0,0,0,0,0,0,0.3558033333333355,0.3,0.6,0,5,0,0,0,53.47336025641908,0.13333333333333333,2,0,0,0,0
472,4607768,Iugoslávia,1958,5-3-2,direct,Tunísia,2018,5-3-2,counter,True,11970,90.00799999999192,0,2,CONSISTENT,2,17,4,2.1066275165125274,186,151,10,11,3,0,22,56,12,31,15,22,7,21,17,0,2,3,0,0,0,0,0,0,0,0,0,0.3527746666666651,0.3,0.36666666666666664,0,10,0,0,0,53.45058666241882,0.13333333333333333,2,0,0,0,0
473,4615687,Itália,1966,4-4-2,tiki,Holanda,1978,4-3-1-2,counter,True,11987,90.00799999999192,0,0,CONSISTENT,0,20,4,2.1098282215794417,189,163,17,10,0,0,10,35,7,22,11,28,7,16,9,0,4,5,0,0,0,0,0,0,0,0,0,0.43997666666666896,0.3,0.6,0,6,0,0,7,47.94795953273497,0.13333333333333333,0,0,0,0,0
474,4623606,Tunísia,2002,5-2-3,press,Dinamarca,1986,4-5-1,wings,True,12066,90.36799999999172,2,3,CONSISTENT,5,16,9,2.2725930462075503,184,154,2,12,0,0,8,30,8,13,8,14,4,18,12,0,4,0,0,0,0,0,0,0,0,0,0,0.34832999999999387,0.3,0.6666666666666666,0,7,0,0,0,53.478856598057284,0.13333333333333333,5,0,0,0,0
475,4631525,Hungria,1958,3-4-3,wings,Costa Rica,2006,5-3-2,press,True,12133,90.15999999999184,2,2,CONSISTENT,4,20,8,2.6912609649534227,188,146,14,10,0,0,9,20,17,2,1,24,5,21,15,0,4,4,0,0,0,0,0,0,0,0,0,0.3622540000000051,0.3133333333333333,0.6666666666666666,0,3,0,0,7,53.45203197911531,0.19999999999999998,2,0,0,0,2
476,4639444,EUA,2026,4-3-3,counter,Uruguai,1990,4-4-2,wings,True,12125,90.14399999999185,1,2,CONSISTENT,3,15,5,2.0185441853599824,179,152,14,13,2,0,17,49,10,20,8,30,9,22,17,0,2,3,1,0,0,0,0,0,0,0,0,0.3684293333333307,0.3,0.6666666666666666,0,9,0,0,0,53.45492592247643,0.13333333333333333,2,0,0,0,1
477,4647363,Hungria,1958,4-2-3-1,direct,Portugal,2026,4-5-1,wings,True,12241,90.0399999999919,1,1,CONSISTENT,2,24,5,3.656645363848413,177,146,16,15,2,0,16,38,10,11,1,31,13,31,22,1,3,5,0,0,0,0,0,0,0,0,0,0.4231813333333333,0.3133333333333333,0.8999999999999999,0,11,0,0,7,53.45138970321533,0.19999999999999998,2,0,0,0,0
478,4655282,Coreia do Sul,2010,5-2-3,wings,Itália,1974,4-5-1,balanced,True,11890,90.10399999999187,0,1,CONSISTENT,1,20,5,1.7748497744084721,190,164,8,10,2,0,8,30,5,11,7,13,4,14,12,0,4,3,0,0,0,0,0,0,0,0,0,0.3796393333333329,0.3,0.6666666666666666,0,6,0,0,0,53.40361634356332,0.13333333333333333,1,0,0,0,0
479,4663201,Hungria,1958,3-5-2,counter,Dinamarca,1998,4-2-4,balanced,True,11915,90.09599999999188,0,4,CONSISTENT,4,24,9,3.722171144692739,186,158,11,5,1,0,13,24,12,5,2,23,9,14,9,0,5,4,0,0,0,0,0,0,0,0,0,0.4126287390499923,0.3,0.4333333333333333,0,2,0,0,0,53.43855517039168,0.13333333333333333,2,0,0,0,2
480,4671120,EUA,2010,3-4-3,wings,Japão,2010,4-1-2-1-2,direct,True,12078,90.00799999999192,1,4,CONSISTENT,5,19,5,3.0017487635651388,179,147,10,11,2,1,15,40,9,19,7,25,9,15,9,0,0,1,1,0,0,0,0,0,0,0,0,0.3816554522616155,0.3,0.5666666666666667,0,8,0,0,0,53.46474898804469,0.13333333333333333,3,0,0,0,2
481,4679039,Hungria,1954,5-4-1,counter,Brasil,2002,5-3-2,balanced,True,11888,90.4239999999917,1,0,CONSISTENT,1,26,3,2.160002198263018,182,159,7,9,2,0,11,28,11,12,7,12,3,26,23,0,2,1,0,0,0,0,0,0,0,0,0,0.4531926666666666,0.3133333333333333,0.6,0,6,0,0,0,53.41078168722152,0.19999999999999998,1,0,0,0,0
482,4686958,Tunísia,1978,5-3-2,direct,Alemanha,2014,5-3-2,tiki,True,11947,90.02399999999191,0,1,CONSISTENT,1,22,5,0.8298716409760388,194,162,8,13,3,0,8,36,11,20,8,14,3,17,14,1,4,4,0,0,0,0,0,0,0,0,0,0.4459946666666659,0.3,0.6666666666666666,0,8,0,0,0,53.44371589555858,0.13333333333333333,1,0,0,0,0
483,4694877,Gana,2026,4-2-2-2,press,Holanda,2026,3-1-4-2,press,True,11743,90.09599999999188,0,1,CONSISTENT,1,12,4,2.0979242038854795,202,166,6,5,1,0,12,25,10,9,3,12,4,22,17,2,3,2,1,0,0,0,0,0,0,0,0,0.38093733333333335,0.3,0.6,0,2,0,0,0,53.425397668673256,0.13333333333333333,0,0,1,0,0
484,4702796,EUA,2010,4-2-2-2,counter,Espanha,1966,5-4-1,counter,True,12203,90.0399999999919,1,1,CONSISTENT,2,27,7,1.9963446298608878,178,157,14,16,2,0,19,63,4,34,21,20,5,19,14,0,5,5,1,0,0,0,0,0,0,0,0,0.3998960000000046,0.3,0.6666666666666666,0,11,0,0,0,54.36352867671096,0.13333333333333333,0,0,0,0,2
485,4710715,Gana,2022,4-1-2-1-2,counter,Áustria,1954,4-1-4-1,tiki,True,12111,90.03199999999191,0,3,CONSISTENT,3,21,6,2.729410591990788,182,148,13,9,0,0,16,38,13,17,6,29,13,21,16,0,3,8,0,0,0,0,0,0,0,0,0,0.4278079060900355,0.3,0.6,0,4,0,0,0,53.446668882098834,0.13333333333333333,2,0,0,0,1
486,4718634,Argentina,2006,4-2-3-1,wings,Holanda,1998,3-1-4-2,direct,True,11922,90.09599999999188,2,1,CONSISTENT,3,16,6,2.2833013221113543,189,167,4,12,3,0,15,38,6,12,9,14,7,11,9,0,3,2,0,0,0,0,0,0,0,0,0,0.40233466666666584,0.3133333333333333,0.6,0,6,0,0,0,53.42556793844671,0.19999999999999998,3,0,0,0,0
487,4726553,Irã,1998,4-3-3,park,Polônia,1986,4-1-4-1,wings,True,11932,90.00799999999192,0,3,CONSISTENT,3,14,5,2.6907357925094733,188,165,6,8,1,0,12,27,5,10,5,20,5,16,14,0,2,0,0,0,0,0,0,0,0,0,0,0.35851733333333435,0.3,0.6666666666666666,0,16,0,0,0,53.44341231832907,0.13333333333333333,1,0,0,0,2
488,4734472,EUA,1950,4-1-2-1-2,balanced,Suécia,2026,4-3-1-2,tiki,True,11893,90.15199999999184,1,2,CONSISTENT,3,15,8,2.503238573917726,202,168,7,11,2,0,9,28,8,8,5,13,5,8,5,1,5,2,0,0,0,0,0,0,0,0,0,0.42058533333333487,0.3,0.6333333333333333,0,15,0,0,0,53.446714044021746,0.13333333333333333,1,0,0,0,2
489,4742391,Gana,2022,3-4-3,press,Argentina,1994,3-4-3,wings,True,11746,90.36799999999172,1,2,CONSISTENT,3,16,7,2.1641585300578643,194,162,6,4,1,0,6,16,7,3,2,13,5,13,11,0,4,2,0,0,0,0,0,0,0,0,0,0.39989599999999975,0.3,0.6,0,2,0,0,0,53.42298131102623,0.13333333333333333,2,0,0,0,1
490,4750310,Tunísia,1978,3-4-3,direct,Hungria,1966,4-3-1-2,counter,True,12013,90.00799999999192,1,0,CONSISTENT,1,26,8,2.9641450809500887,181,156,12,7,2,0,13,29,7,11,6,25,13,30,28,1,7,5,0,0,0,0,0,0,0,0,0,0.4353746666666713,0.3133333333333333,0.6,0,5,0,0,0,53.44735178287956,0.19999999999999998,1,0,0,0,0
491,4758229,Gana,2026,3-5-2,press,Portugal,2014,3-5-2,direct,True,11540,90.31999999999175,0,0,CONSISTENT,0,9,2,0.7202629526559693,191,167,3,2,0,0,8,21,8,11,7,7,3,13,13,0,2,1,0,0,0,0,0,0,0,0,0,0.3591517252712561,0.3,0.36666666666666664,0,1,0,0,0,45.720972811613386,0.13333333333333333,0,0,0,0,0
492,4766148,EUA,2006,4-1-4-1,counter,Uruguai,1966,4-3-3,park,True,11959,90.31199999999176,2,2,CONSISTENT,4,20,6,3.715103898099579,186,161,8,11,5,1,12,53,7,25,18,21,3,19,13,0,2,1,1,0,0,0,0,0,0,0,0,0.3767680000000008,0.3,0.6,0,8,0,0,0,53.442151909408565,0.13333333333333333,3,1,0,0,0
493,4774067,Gana,2022,3-4-2-1,tiki,Colômbia,2014,5-2-3,tiki,True,12157,90.10399999999187,3,2,CONSISTENT,5,26,7,3.5698026707581842,180,152,10,13,2,0,5,28,8,12,5,24,14,17,14,0,2,5,0,0,0,0,0,0,0,0,0,0.37963933333333416,0.3,0.6666666666666666,0,6,0,0,0,53.47524071644816,0.13333333333333333,5,0,0,0,0
494,4781986,Coreia do Sul,1990,4-4-2,press,Argentina,1978,4-5-1,counter,True,11818,90.02399999999191,0,0,CONSISTENT,0,17,4,1.2046773397757153,201,171,4,9,1,0,10,40,8,17,11,9,4,22,16,1,4,4,0,0,0,0,0,0,0,0,0,0.46758080000000135,0.3,0.6333333333333333,0,5,0,0,7,42.065281205886805,0.13333333333333333,0,0,0,0,0
495,4789905,Hungria,1954,3-4-3,park,Escócia,1986,5-4-1,wings,True,11939,90.01599999999192,1,0,CONSISTENT,1,30,9,3.097274982178288,192,163,11,9,0,0,14,36,4,13,6,18,11,18,14,1,8,4,0,0,0,0,0,0,0,0,0,0.4349420000000053,0.3133333333333333,0.6666666666666666,0,4,0,0,0,53.40017567288778,0.19999999999999998,1,0,0,0,0
496,4797824,EUA,2010,5-4-1,direct,Holanda,1978,3-1-4-2,tiki,True,12151,90.31199999999176,1,2,CONSISTENT,3,26,7,3.2266101353776184,179,160,12,9,1,0,14,38,6,18,12,23,9,5,4,0,4,2,0,0,0,0,0,0,0,0,0,0.4399766666666685,0.3,1.3666666666666676,0,6,0,0,0,53.44718760616575,0.13333333333333333,2,0,0,0,1
497,4805743,Hungria,1954,4-4-2,direct,Bulgária,1974,4-3-1-2,counter,True,12174,90.03199999999191,4,2,CONSISTENT,6,20,8,1.8058738394556255,192,170,3,17,2,0,15,54,8,21,13,10,4,34,27,0,2,1,1,0,0,0,0,0,0,0,0,0.42833400000000166,0.3,0.6666666666666666,0,9,0,0,0,53.44937809691441,0.13333333333333333,4,0,0,0,2
498,4813662,Tunísia,1998,4-2-2-2,direct,Espanha,2002,4-2-2-2,press,True,11829,90.01599999999192,1,0,CONSISTENT,1,23,6,2.481751289770831,197,170,6,13,2,0,10,52,9,30,18,10,5,21,18,0,5,5,0,0,0,0,0,0,0,0,0,0.3866799999999992,0.3,0.49999999999999994,0,8,0,0,0,53.41634675608991,0.13333333333333333,0,0,0,0,1
499,4821581,Hungria,1954,5-2-3,press,México,2018,3-1-4-2,balanced,True,12048,90.00799999999192,4,0,CONSISTENT,4,20,8,4.318891470208741,192,159,5,14,2,0,10,42,9,15,10,16,7,29,20,0,4,1,0,0,0,0,0,0,0,0,0,0.43494200000000344,0.3,0.6666666666666666,0,11,0,0,0,53.41938670212777,0.13333333333333333,3,0,0,0,1
500,4829500,Iugoslávia,1950,3-4-2-1,direct,Inglaterra,1950,3-1-4-2,press,True,11720,90.47199999999167,0,1,CONSISTENT,1,10,2,0.9270857236838782,206,173,6,5,2,0,11,27,8,9,6,11,3,6,6,0,1,2,0,0,0,0,0,0,0,0,0,0.41050591732513464,0.3,0.6,0,4,0,0,0,54.74303695415961,0.13333333333333333,1,0,0,0,0
501,4837419,Hungria,1962,3-5-2,tiki,Bélgica,2022,4-3-2-1,balanced,True,11843,90.15199999999184,2,2,CONSISTENT,4,13,6,1.8496628143802247,189,165,4,10,3,0,8,28,5,13,7,17,6,22,20,0,2,1,1,0,0,0,0,0,0,0,0,0.3773580000000017,0.3,0.6,0,7,0,0,7,53.44184243715192,0.13333333333333333,3,0,1,0,0
502,4845338,Japão,2022,5-2-3,press,Brasil,2010,4-3-3,park,True,12068,90.02399999999191,1,3,CONSISTENT,4,18,10,2.612352864346953,183,146,11,7,2,0,15,29,11,12,4,32,11,30,20,0,6,4,1,0,0,0,0,0,0,0,0,0.42503000000000646,0.3,0.6666666666666666,0,4,0,0,0,53.44304423589054,0.13333333333333333,3,0,0,0,1
503,4853257,Gana,2022,4-3-2-1,wings,Alemanha,2006,5-2-3,counter,True,12155,90.0479999999919,0,0,CONSISTENT,0,22,5,1.987927165099233,193,159,19,9,2,0,10,26,9,10,4,30,7,24,17,2,5,5,0,0,0,0,0,0,0,0,0,0.426328,0.3,0.6333333333333333,0,5,0,0,0,60.15349075390975,0.13333333333333333,0,0,0,0,0
504,4861176,Iugoslávia,1990,4-2-4,wings,Romênia,1994,4-3-1-2,balanced,True,12058,90.34399999999174,2,3,CONSISTENT,5,22,9,3.9902975823067033,181,166,5,12,1,0,20,46,1,16,6,23,14,27,21,0,4,2,0,0,0,0,0,0,0,0,0,0.4467413333333375,0.3,0.6666666666666666,0,7,0,0,0,53.44781560019622,0.13333333333333333,5,0,0,0,0
505,4869095,Gana,2014,4-3-3,press,Iugoslávia,1958,5-2-3,tiki,True,11949,90.25599999999179,0,1,CONSISTENT,1,21,5,2.7832844342908025,184,151,10,7,3,0,3,14,10,4,1,29,10,21,14,0,4,2,0,0,0,0,0,0,0,0,0,0.37189066666667087,0.3133333333333333,0.6666666666666666,0,3,0,0,0,53.40073659110715,0.19999999999999998,1,0,0,0,0
506,4877014,Uruguai,1954,4-5-1,park,Chile,1950,4-2-2-2,tiki,True,12038,90.10399999999187,0,0,CONSISTENT,0,14,4,1.4544787229685543,188,158,9,17,5,0,15,52,6,30,13,17,1,12,8,0,4,0,0,0,0,0,0,0,0,0,0,0.36929466666666927,0.3,0.6666666666666666,0,14,0,0,0,41.7984889468163,0.13333333333333333,0,0,0,0,0
507,4884933,Itália,1978,4-1-2-1-2,tiki,Alemanha,1986,4-2-4,wings,True,11690,90.00799999999192,1,1,CONSISTENT,2,15,3,1.6267952314526637,201,170,6,6,0,0,5,25,6,11,6,14,5,8,5,0,1,2,0,0,0,0,0,0,0,0,0,0.4217260000000008,0.3,0.6333333333333333,0,0,0,0,0,53.42959567520887,0.13333333333333333,1,0,0,0,1
508,4892852,Iugoslávia,1982,4-1-4-1,tiki,Paraguai,2026,3-1-4-2,counter,True,11729,90.01599999999192,1,1,CONSISTENT,2,13,4,1.9065021992973508,200,170,4,5,0,0,6,19,6,10,4,10,5,12,9,0,2,1,0,0,0,0,0,0,0,0,0,0.3618213333333333,0.3,0.6,0,2,0,0,0,53.429103169952015,0.13333333333333333,2,0,0,0,0
509,4900771,Inglaterra,1962,4-2-2-2,direct,México,1998,4-2-2-2,tiki,True,11850,90.00799999999192,2,1,CONSISTENT,3,14,4,1.5948987461668631,191,160,2,12,2,1,20,42,6,20,5,13,9,11,7,0,1,2,0,0,0,0,0,0,0,0,0,0.4413442104841529,0.3,0.6666666666666666,0,6,0,0,0,53.47538091088882,0.13333333333333333,3,0,0,0,0
510,4908690,União Soviética,1970,4-4-2,balanced,Croácia,2002,5-3-2,tiki,True,11981,90.11999999999186,1,1,CONSISTENT,2,20,8,3.5352461076318127,184,157,13,10,0,0,9,36,7,18,13,25,7,10,9,0,6,2,0,0,0,0,0,0,0,0,0,0.38955133333333586,0.3,0.39999999999999997,0,7,0,0,0,55.33120521331553,0.13333333333333333,1,0,0,0,1
